NPI	NPPES_PROVIDER_LAST_ORG_NAME	NPPES_PROVIDER_FIRST_NAME	NPPES_PROVIDER_CITY	NPPES_PROVIDER_STATE	SPECIALTY_DESC	DESCRIPTION_FLAG	DRUG_NAME	GENERIC_NAME	BENE_COUNT	TOTAL_CLAIM_COUNT	TOTAL_DAY_SUPPLY	TOTAL_DRUG_COST	BENE_COUNT_GE65	BENE_COUNT_GE65_REDACT_FLAG	TOTAL_CLAIM_COUNT_GE65	GE65_REDACT_FLAG	TOTAL_DAY_SUPPLY_GE65	TOTAL_DRUG_COST_GE65
1831139005	AASHEIM	RICHARD	GREENEVILLE	TN	Family Practice	S	ZOSTAVAX	ZOSTER VACCINE LIVE/PF	22	22	113	3979.66		#		#		
1053441055	AASHEIM	TOR	MINNEAPOLIS	MN	Emergency Medicine	S	HYDROCODONE-ACETAMINOPHEN	HYDROCODONE/ACETAMINOPHEN	22	22	89	177.47		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	18	24	765	144.16		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	CARVEDILOL	CARVEDILOL		22	637	108.43		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	CIPROFLOXACIN HCL	CIPROFLOXACIN HCL	12	12	103	68		*		*		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	CLINDAMYCIN HCL	CLINDAMYCIN HCL	12	12	109	423.88		*		*		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	CLOPIDOGREL	CLOPIDOGREL BISULFATE		13	390	353.49		*		*		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	FUROSEMIDE	FUROSEMIDE		12	480	45.2		*		*		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	HYDRALAZINE HCL	HYDRALAZINE HCL	13	20	600	314.59		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	HYDROCODONE-ACETAMINOPHEN	HYDROCODONE/ACETAMINOPHEN	13	14	101	129.43		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	ISOSORBIDE MONONITRATE ER	ISOSORBIDE MONONITRATE		17	510	148.47		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	LEVOFLOXACIN	LEVOFLOXACIN	35	35	241	423.59		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	LEVOTHYROXINE SODIUM	LEVOTHYROXINE SODIUM		17	560	95.51		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	LISINOPRIL	LISINOPRIL	14	25	1050	191.12		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	METOPROLOL SUCCINATE	METOPROLOL SUCCINATE		16	480	348.61		*	16		480	348.61
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	METOPROLOL TARTRATE	METOPROLOL TARTRATE	17	35	1080	174.3		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	METRONIDAZOLE	METRONIDAZOLE	12	12	86	105.26		*		*		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	PANTOPRAZOLE SODIUM	PANTOPRAZOLE SODIUM	11	29	892	659.15		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM		13	390	89.67		*		*		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	PREDNISONE	PREDNISONE	23	25	189	72.09		#		#		
1134246374	AASHISH	ANUNAYA	DENTON	TX	Internal Medicine	S	SPIRIVA	TIOTROPIUM BROMIDE		16	480	4450.11		#		#		
1780675181	AASI	SUMAIRA	REDWOOD CITY	CA	Dermatology	S	ACETAMINOPHEN-CODEINE	ACETAMINOPHEN WITH CODEINE	51	56	153	277.55		#		#		
1780675181	AASI	SUMAIRA	REDWOOD CITY	CA	Dermatology	S	CEPHALEXIN	CEPHALEXIN	121	143	776	620.2	108		127		706	557.63
1780675181	AASI	SUMAIRA	REDWOOD CITY	CA	Dermatology	S	CLINDAMYCIN HCL	CLINDAMYCIN HCL	13	16	77	66.65		#		#		
1780675181	AASI	SUMAIRA	REDWOOD CITY	CA	Dermatology	S	HYDROCODONE-ACETAMINOPHEN	HYDROCODONE/ACETAMINOPHEN	65	71	295	326.13	54		59		240	238.49
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ADVAIR DISKUS	FLUTICASONE/SALMETEROL		19	1350	10041.43		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ALENDRONATE SODIUM	ALENDRONATE SODIUM		19	1598	338.09		*	19		1598	338.09
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ALLOPURINOL	ALLOPURINOL		28	1800	389.87		*	28		1800	389.87
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ALPRAZOLAM	ALPRAZOLAM	18	65	1359	365.81		#	48		909	193.42
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	20	72	4050	628.64	20		72		4050	628.64
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ANDROGEL	TESTOSTERONE		13	280	4782.82		*	13		280	4782.82
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ATELVIA	RISEDRONATE SODIUM		17	459	2379.83		*	17		459	2379.83
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM	27	103	6645	5754.61		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	AZITHROMYCIN	AZITHROMYCIN	12	13	65	150.77		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	BENICAR	OLMESARTAN MEDOXOMIL		24	1320	4738.8		*	24		1320	4738.8
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	BENICAR HCT	OLMESARTAN/HYDROCHLOROTHIAZIDE		11	330	1614.85		*	11		330	1614.85
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	BUPROPION XL	BUPROPION HCL		37	1410	1296.03		*	13		630	537.27
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	CARISOPRODOL	CARISOPRODOL		25	583	597		*		*		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	CEFUROXIME	CEFUROXIME AXETIL	11	12	129	179.24	11		12		129	179.24
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	CELEBREX	CELECOXIB		24	1152	6287.59		*	24		1152	6287.59
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	CIPROFLOXACIN HCL	CIPROFLOXACIN HCL	12	16	441	284.4	12		16		441	284.4
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	CITALOPRAM HBR	CITALOPRAM HYDROBROMIDE		26	1080	193.28		*	26		1080	193.28
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	CLONAZEPAM	CLONAZEPAM	11	32	602	189.26		*	19		247	98.25
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	CODEINE SULFATE	CODEINE SULFATE		12	359	542.44		*	12		359	542.44
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	CRESTOR	ROSUVASTATIN CALCIUM	13	52	3120	16601.26	13		52		3120	16601.26
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	CYMBALTA	DULOXETINE HCL		51	1788	17586.66		*	20		840	7890.14
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	CYTOMEL	LIOTHYRONINE SODIUM		12	401	810.19	0		0		0	0
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	DEXILANT	DEXLANSOPRAZOLE		11	330	3438.49		*	11		330	3438.49
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	DIOVAN	VALSARTAN	13	49	3810	14932.21		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	DONEPEZIL HCL	DONEPEZIL HCL		18	669	307.78		*	18		669	307.78
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	DOXEPIN HCL	DOXEPIN HCL		12	341	74.21	0		0		0	0
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ENABLEX	DARIFENACIN HYDROBROMIDE		13	374	2215.44		*	13		374	2215.44
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ENALAPRIL MALEATE	ENALAPRIL MALEATE		24	694	224.78		*	24		694	224.78
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE		28	1357	1670.84		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	FINASTERIDE	FINASTERIDE		13	390	211.87		*	13		390	211.87
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	FLUTICASONE PROPIONATE	FLUTICASONE PROPIONATE	13	23	1185	815.35		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	GABAPENTIN	GABAPENTIN		15	718	1043.54		*	15		718	1043.54
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	GLIMEPIRIDE	GLIMEPIRIDE		17	990	163.14		*	17		990	163.14
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	GLIPIZIDE ER	GLIPIZIDE		12	360	129.8		*	12		360	129.8
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE		38	1740	244.56		*	38		1740	244.56
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	HYDROCODONE-ACETAMINOPHEN	HYDROCODONE/ACETAMINOPHEN		19	361	216.57		*	19		361	216.57
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ISOSORBIDE MONONITRATE ER	ISOSORBIDE MONONITRATE		14	540	173.56		*	14		540	173.56
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	JANUVIA	SITAGLIPTIN PHOSPHATE		21	1560	12629.89		*	21		1560	12629.89
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	LEVOFLOXACIN	LEVOFLOXACIN	13	17	141	186.9		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	LEVOTHYROXINE SODIUM	LEVOTHYROXINE SODIUM	15	54	4020	830.14		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	LISINOPRIL	LISINOPRIL		41	2250	307.86		*	41		2250	307.86
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	LISINOPRIL-HYDROCHLOROTHIAZIDE	LISINOPRIL/HYDROCHLOROTHIAZIDE		27	1530	371.71		*	27		1530	371.71
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	LORAZEPAM	LORAZEPAM		19	481	279.05		*		*		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	LOSARTAN POTASSIUM	LOSARTAN POTASSIUM		21	810	172.47		*	21		810	172.47
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	LUNESTA	ESZOPICLONE		27	990	7910.63		*	27		990	7910.63
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	LYRICA	PREGABALIN		23	690	6177.41		*	11		330	3576.74
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	MELOXICAM	MELOXICAM		19	570	143.14		*		*		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	METFORMIN HCL	METFORMIN HCL		13	810	161.06		*	13		810	161.06
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	METFORMIN HCL ER	METFORMIN HCL	15	67	4151	1315.44		#	49		3210	1027.64
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	METOPROLOL SUCCINATE	METOPROLOL SUCCINATE	19	91	5342	5089.19		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	METOPROLOL TARTRATE	METOPROLOL TARTRATE		28	1890	331.45		*	28		1890	331.45
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	MICARDIS	TELMISARTAN		20	757	3438.02		*	20		757	3438.02
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	MONTELUKAST SODIUM	MONTELUKAST SODIUM		18	780	977.93		*		*		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	NEXIUM	ESOMEPRAZOLE MAGNESIUM	12	51	2498	23280.64		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	OMEPRAZOLE	OMEPRAZOLE		53	2342	922.03		*	53		2342	922.03
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	PIOGLITAZONE HCL	PIOGLITAZONE HCL		28	1181	3117.45		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE		18	1020	856.39		*	18		1020	856.39
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DI-HCL		15	750	285.19		*	15		750	285.19
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM	16	42	3180	1357.6		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	PREDNISONE	PREDNISONE		13	506	164.6		*	13		506	164.6
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	PULMICORT FLEXHALER	BUDESONIDE		12	360	1989.24		*	12		360	1989.24
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	QUINAPRIL HCL	QUINAPRIL HCL		18	720	161.07		*	18		720	161.07
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	RAMIPRIL	RAMIPRIL		19	1230	501.38		*	19		1230	501.38
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	SERTRALINE HCL	SERTRALINE HCL	12	52	2550	602.26	12		52		2550	602.26
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	SIMVASTATIN	SIMVASTATIN	24	106	6392	1421.73		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	SYNTHROID	LEVOTHYROXINE SODIUM	16	83	5277	3058.78		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	TAMSULOSIN HCL	TAMSULOSIN HCL		11	570	220.63		*	11		570	220.63
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	TEMAZEPAM	TEMAZEPAM		12	360	130.89		*	12		360	130.89
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	TIZANIDINE HCL	TIZANIDINE HCL		31	618	885.09		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	TRAMADOL HCL	TRAMADOL HCL		37	836	467		*	37		836	467
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	TRAMADOL HCL-ACETAMINOPHEN	TRAMADOL HCL/ACETAMINOPHEN		14	374	881.74		*	14		374	881.74
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	TRAZODONE HCL	TRAZODONE HCL		13	900	215.2		*	13		900	215.2
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	TRIAMTERENE-HCTZ	TRIAMTERENE/HYDROCHLOROTHIAZID		19	554	166.49		*	19		554	166.49
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	VALSARTAN-HYDROCHLOROTHIAZIDE	VALSARTAN/HYDROCHLOROTHIAZIDE	12	53	3630	8969.21		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	VESICARE	SOLIFENACIN SUCCINATE		33	1278	8267.51		#		#		
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ZETIA	EZETIMIBE		34	1680	8518.37		*	34		1680	8518.37
1861549925	AASMAA	SIRIKE	MONTVILLE	NJ	Internal Medicine	S	ZOLPIDEM TARTRATE	ZOLPIDEM TARTRATE	23	120	4200	833.31		#	103		3690	752.14
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ACETAMINOPHEN-CODEINE	ACETAMINOPHEN WITH CODEINE		25	723	185.65		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ACTOPLUS MET	PIOGLITAZONE HCL/METFORMIN HCL		11	330	3934.98		*	11		330	3934.98
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ACTOS	PIOGLITAZONE HCL		16	480	4624.09		*	16		480	4624.09
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ADVAIR DISKUS	FLUTICASONE/SALMETEROL	17	94	2820	25208.95		*	57		1710	15271.53
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ALENDRONATE SODIUM	ALENDRONATE SODIUM	39	213	7815	1950.55		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ALLOPURINOL	ALLOPURINOL		47	1410	191.67		*	36		1080	147.22
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ALPRAZOLAM	ALPRAZOLAM	29	105	3390	494.84		#	82		2700	419.99
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	AMITRIPTYLINE HCL	AMITRIPTYLINE HCL		17	510	69.39		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	56	319	11132	2415.35		#	304		10682	2311.49
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	AMOX TR-POTASSIUM CLAVULANATE	AMOXICILLIN/POTASSIUM CLAV	24	26	257	746.46		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	AMOXICILLIN	AMOXICILLIN		12	126	80.43		*		*		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ANASTROZOLE	ANASTROZOLE		12	360	196.96	0		0		0	0
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	APIDRA	INSULIN GLULISINE		13	314	2628.21		*	13		314	2628.21
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ATENOLOL	ATENOLOL	24	160	5474	905.18		#	138		4814	829.58
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM	51	306	11850	7021.79		#	278		10590	6347.83
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	AVODART	DUTASTERIDE		17	510	2238.13		*	17		510	2238.13
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	AZITHROMYCIN	AZITHROMYCIN	42	51	255	552.51		#	38		190	403.89
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	BD ULTRA-FINE PEN NEEDLE	NEEDLES, INSULIN DISPOSABLE		28	845	899.94		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	BENAZEPRIL HCL	BENAZEPRIL HCL	22	117	4590	946.28		#	96		3840	781.45
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	BENAZEPRIL-HYDROCHLOROTHIAZIDE	BENAZEPRIL/HYDROCHLOROTHIAZIDE		26	936	590.38		*	26		936	590.38
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	BENZTROPINE MESYLATE	BENZTROPINE MESYLATE		12	360	85.59	0		0		0	0
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	BUPROPION HCL SR	BUPROPION HCL		14	600	467.65		*	14		600	467.65
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	BUPROPION XL	BUPROPION HCL		19	574	1161.83		*		*		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	BYSTOLIC	NEBIVOLOL HCL		20	600	1480.69		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CALCITONIN-SALMON	CALCITONIN,SALMON,SYNTHETIC		12	360	826.32		*	12		360	826.32
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CARBIDOPA-LEVODOPA	CARBIDOPA/LEVODOPA		11	330	304.19		*	11		330	304.19
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CARVEDILOL	CARVEDILOL	12	49	2072	584.19		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CELEBREX	CELECOXIB	16	58	1800	10117.74	16		58		1800	10117.74
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CILOSTAZOL	CILOSTAZOL		17	510	722.54		*	17		510	722.54
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CIPROFLOXACIN HCL	CIPROFLOXACIN HCL	15	16	105	85.62		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CITALOPRAM HBR	CITALOPRAM HYDROBROMIDE	23	125	4622	995.76		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CLONAZEPAM	CLONAZEPAM		27	795	181.66		*	16		480	83.95
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CLONIDINE HCL	CLONIDINE HCL		22	840	111.02		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CLOPIDOGREL	CLOPIDOGREL BISULFATE	14	77	2792	2199.93	14		77		2792	2199.93
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CRESTOR	ROSUVASTATIN CALCIUM		46	1500	8631.34		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	CYMBALTA	DULOXETINE HCL		25	990	7875.95		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	DETROL LA	TOLTERODINE TARTRATE		22	660	4387.39		*	11		330	2187.4
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	DEXILANT	DEXLANSOPRAZOLE	16	101	3090	16308.92	16		101		3090	16308.92
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	DICLOFENAC SODIUM	DICLOFENAC SODIUM	24	59	1710	1462.61		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	DIGOX	DIGOXIN		22	660	238.35		*	22		660	238.35
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	DIGOXIN	DIGOXIN		12	360	48		*	12		360	48
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	DILTIAZEM 24HR ER	DILTIAZEM HCL		11	330	369.05		*	11		330	369.05
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	DIOVAN	VALSARTAN	15	77	2790	11806.41		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	DONEPEZIL HCL	DONEPEZIL HCL	18	117	3930	1763.99		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	DOXAZOSIN MESYLATE	DOXAZOSIN MESYLATE	11	56	2520	799.09		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ENALAPRIL MALEATE	ENALAPRIL MALEATE		57	1935	376.98		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE		51	2130	3946.79		*	33		1590	3417.49
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	ESTRADIOL	ESTRADIOL		34	1260	309.96		*	34		1260	309.96
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	EVISTA	RALOXIFENE HCL		23	690	4170.04		*	23		690	4170.04
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	FAMOTIDINE	FAMOTIDINE	15	81	2430	634.03		#	67		2010	544.01
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	FENOFIBRATE	FENOFIBRATE NANOCRYSTALLIZED		25	930	3896.21		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	FINASTERIDE	FINASTERIDE		27	1590	1249.02		*	27		1590	1249.02
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	FLUOXETINE HCL	FLUOXETINE HCL		46	1680	828.59		*	31		1110	497.59
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	FLUTICASONE PROPIONATE	FLUTICASONE PROPIONATE	36	75	2236	1796.16		#	50		1489	1153.23
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	FUROSEMIDE	FUROSEMIDE	14	79	2878	335.22		#	64		2068	274.57
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	GABAPENTIN	GABAPENTIN	45	242	7857	2763.76		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	GEMFIBROZIL	GEMFIBROZIL		29	1230	698.1		*	16		840	409.31
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	GLIMEPIRIDE	GLIMEPIRIDE	17	119	4290	817.27	17		119		4290	817.27
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	GLIPIZIDE	GLIPIZIDE		74	2341	526.95		*	74		2341	526.95
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	GLYBURIDE	GLYBURIDE		18	660	520.48		#		#		
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	HUMALOG	INSULIN LISPRO		11	330	4185.7		*	11		330	4185.7
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	46	251	9930	1545.43		#	215		8370	1313.83
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	HYDROCODONE-ACETAMINOPHEN	HYDROCODONE/ACETAMINOPHEN	33	114	3195	1402.41	21		83		2340	1133.17
1144299173	AAZAMI	HESSAM	CANOGA PARK	CA	General Practice	S	HYDROXYZINE HCL	HYDROXYZINE HCL		22	567	222.35		*	22		567	222.35
